,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Name,sub_catagory,description,catagory
159,159.0,159.0,159.0,159.0,159.0,159.0,15.0,,Carrot Cake ,vegetarian,"Key Ingredients: carrot, flour, castor sugar, Egg, oil, baking soda, baking powder, salt, walnut, cinnamon",
160,160.0,160.0,160.0,160.0,160.0,160.0,16.0,,Kesari Shrikhand ,vegetarian,"Key Ingredients: Saffron strands, cold milk, yogurt, powdered sugar, cardamom powder, dry fruit slivers",
161,161.0,161.0,161.0,161.0,161.0,161.0,17.0,,Kanji Vada ,vegetarian,"Key Ingredients: water, asafoetida, turmeric powder, red chilli powder, yellow mustard, salt, black salt, mustard oil, moong dal, salt, oil for frying",
162,162.0,162.0,162.0,162.0,162.0,162.0,18.0,,Thandai Barfi ,vegetarian,"Key Ingredients: milk, sugar, pistachio, saffron, thandai syrup",
163,163.0,163.0,163.0,163.0,163.0,163.0,19.0,,Chocolate Prunes Gujiyas ,vegetarian,"Key Ingredients: For Gujiya Pastry:, refined flour, ghee, water, salt, For Gujiya Stuffing:, dark chocolate, prunes, mawa, sugar, cardamom",
164,164.0,164.0,164.0,164.0,164.0,164.0,20.0,,Kesari Gujiya ,vegetarian,"Key Ingredients: maida, semolina, ghee, milk, saffron, ghee, sugar, mawa, dessicated coconut, pistachio, almond, cardamom powder",
165,165.0,165.0,165.0,165.0,165.0,165.0,21.0,,Bhang Peda ,vegetarian,"Key Ingredients: bhang powder, mawa, sugar, pistachios, ghee",
166,166.0,166.0,166.0,166.0,166.0,166.0,22.0,,Seviyan Kheer ,vegetarian,"Key Ingredients: vermicelli, pure ghee, milk, grain sugar, green cardamom, cloves, whole almonds, sultanas / kishmish, fresh rose petals",
167,167.0,167.0,167.0,167.0,167.0,167.0,23.0,,Thandai Rasmalai ,vegetarian,"Key Ingredients: milk, water, sugar, saunf, cardamom powder, almond, pistachio, watermelon seed (skinned), poppy seeds, rose water, peppercorn whole, dried or fresh rose petals, milk, refined flour, grain sugar, white vinegar (to curdle the milk), water",
168,168.0,168.0,168.0,168.0,168.0,168.0,24.0,,Badam Aur Gulkand Ki Kulfi ,vegetarian,"Key Ingredients: almonds whole, gulab ki patti, full fat milk, mawa (unsweetened), sugar, Few strands of saffron",
169,169.0,169.0,169.0,169.0,169.0,169.0,25.0,,Almond &amp; White Chocolate Gujiya ,vegetarian,"Key Ingredients: all-purpose flour, clarified butter (ghee), water, white chocolate, dessicated coconut, green cardamom powder, almond, jaggery",
170,170.0,170.0,170.0,170.0,170.0,170.0,26.0,,Betel Nut Popsicle ,vegetarian,"Key Ingredients: full cream milk, cream, mascarpone, sugar, paan (crushed), cookie crumble, dark chocolate (melted), caramel sauce",
171,171.0,171.0,171.0,171.0,171.0,171.0,27.0,,Almond Strawberry Cream ,vegetarian,"Key Ingredients: almonds, fresh strawberries, whipped cream, holy basil leaves (tulsi), sugar",
172,172.0,172.0,172.0,172.0,172.0,172.0,28.0,,Hariyali Biryani Risotto ,vegetarian,"Key Ingredients: olive oil, butter, onion, celery, leeks, chilly flakes, green peas, broccoli, beans, mint coriander pesto, risotto, cream, salt, pepper, mint",
173,173.0,173.0,173.0,173.0,173.0,173.0,29.0,,Tricolor Thai Fruit Jelly ,vegetarian,"Key Ingredients: coconut milk, Kafir lime leaves, orange dices, lychee juice, coconut water (all from the shell), orange juice, salt, sugar, kiwi dices, agar agar",
174,174.0,174.0,174.0,174.0,174.0,174.0,30.0,,Tricolour Pasta ,vegetarian,"Key Ingredients: penne, fresh broccoli, carrot, green onions, butter (cubed), garlic clove (minced), dried basil, salt, pepper, white wine, parmesan cheese",
175,175.0,175.0,175.0,175.0,175.0,175.0,31.0,,Tricolour Salad ,vegetarian,"Key Ingredients: vinegar, honey/sugar, soy sauce, salt, garlic cloves (minced), chilli pepper (sliced), green papaya, carrot (peeled), cucumbers, mint leaves, toasted peanuts",
176,176.0,176.0,176.0,176.0,176.0,176.0,32.0,,Apricot And Cardamom Dome ,vegetarian,"Key Ingredients: For dome:, white chocolate, orange edible colour, green edible colour, For mousse:, whipped cream, apricots puree, vanilla, For ganache:, white chocolate, fresh cream, cardamom powder",
177,177.0,177.0,177.0,177.0,177.0,177.0,33.0,,Tiranga Lasagna ,vegetarian,"Key Ingredients: lasagna sheets, fresh spring tomato, spinach, onion, garlic, white sauce, tomato sauce, parmesan or mozzarella cheese, salt and pepper, Oven proof glass bowl 3 inch width-5 inch height",
178,178.0,178.0,178.0,178.0,178.0,178.0,34.0,,Strawberry Snow ,vegetarian,"Key Ingredients: tequila, cointreau, litchi juice, lime juice, Fresh strawberry, Whipped cream",
179,179.0,179.0,179.0,179.0,179.0,179.0,35.0,,Peanut Gajak ,vegetarian,"Key Ingredients: jaggery (gur), peanuts, ghee",
180,180.0,180.0,180.0,180.0,180.0,180.0,36.0,,Gokul Pithe ,vegetarian,"Key Ingredients: coconut, khoya, sugar/date palm jaggery, flour, water, ghee, sodium bicarbonate",
181,181.0,181.0,181.0,181.0,181.0,181.0,37.0,,Rainbow Sangria ,vegetarian,"Key Ingredients: white wine, black grapes, strawberry, pineapple, orange (skinned), green apple",
182,182.0,182.0,182.0,182.0,182.0,182.0,38.0,,Snow Shower ,vegetarian,"Key Ingredients: pineapple juice, coconut cream, coconut flavoured rum, white rum",
183,183.0,183.0,183.0,183.0,183.0,183.0,39.0,,Devils Love Bite ,vegetarian,"Key Ingredients: strawberries (pureed), white rum, sugar syrup, lemon (juiced)",
184,184.0,184.0,184.0,184.0,184.0,184.0,40.0,,Sakkarai Pongal ,vegetarian,"Key Ingredients: rice, yellow moong dal, milk, jaggery, cashewnuts, raisin, cardamom, ghee, coconut",
185,185.0,185.0,185.0,185.0,185.0,185.0,41.0,,Gulab Badam Chikki ,vegetarian,"Key Ingredients: butter, sugar, salt, almonds, dry rose petal",
186,186.0,186.0,186.0,186.0,186.0,186.0,42.0,,Christmas Tree Pizza ,vegetarian,"Key Ingredients: pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, Kosher salt",
187,187.0,187.0,187.0,187.0,187.0,187.0,43.0,,Clotted Cottage Cheese Croquettes ,vegetarian,"Key Ingredients: black pepper, black salt, bread crumb, corn flour, refined oil, jalapeno, jeera powder, maida, cottage cheese, parsley, salt, For thousand island dressing:, mayonnaise, tomato ketchup, minced garlic, celery, black pepper",
188,188.0,188.0,188.0,188.0,188.0,188.0,44.0,,Zucchini Halwa ,vegetarian,"Key Ingredients: zucchini, full fat milk, ghee, cardamom powder, sugar, khoya, cherry and kesari malai",
189,189.0,189.0,189.0,189.0,189.0,189.0,45.0,,Gajar Halwa Tart ,vegetarian,"Key Ingredients: white butter, breakfast sugar, milk full fat, refined flour, winter carrots, ghee, sugar, khoya, cardamom powder, cashew nuts (crushed), almonds (crushed), full fat milk, full fat milk, grain sugar, green cardamom powder",
190,190.0,190.0,190.0,190.0,190.0,190.0,46.0,,German Stollen Bread ,vegetarian,"Key Ingredients: flour, lukewarm water, yeast, raisins, cranberries, citrus peel (chopped), nuts, rum, sugar, salt, ground cinnamon, eggs, butter, marzipan, butter (melted and cooled), powder sugar (for dusting)",
191,191.0,191.0,191.0,191.0,191.0,191.0,47.0,,Winter Is Here ,vegetarian,"Key Ingredients: bourbon whisky, lime juice, pomegranate spice syrup, pineapple juice",
192,192.0,192.0,192.0,192.0,192.0,192.0,48.0,,Gluten-Free Christmas Cake ,vegetarian,"Key Ingredients: Christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",
193,193.0,193.0,193.0,193.0,193.0,193.0,49.0,,Japanese Curry Arancini With  Barley Salsa ,vegetarian,"Key Ingredients: japanese curry, sticky rice, cheese inside rice, barley salsa, wasabi mayo, red capsicum cube (cut), yellow capsicum cube (cut), green capsicum cube (cut), green chily, barley, butter, white pepper, light soya, salt",
194,194.0,194.0,194.0,194.0,194.0,194.0,50.0,,Cream Of Almond Soup ,vegetarian,"Key Ingredients: vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",
195,195.0,195.0,195.0,195.0,195.0,195.0,51.0,,Tex Mex Veggie Burrito ,vegetarian,"Key Ingredients: ग्वाकामोल, जैलपिनो, मिक्स ग्रीन, वीट टॉर्टिया, ब्राउन राइस, कॉर्न, रिफाइंड बीन्स, प्याज, धनिया, पनीर रफली चॉप्ड एक पोर्शन, ग्रिल्ड, हरा धनिया, मैंगो प्यूरी, चिटपोले सॉस, टोमैटो, हरा धनिया , नींबू, नमक ",
196,196.0,196.0,196.0,196.0,196.0,196.0,52.0,,Khatte Channe ,vegetarian,"Key Ingredients: काबुली चने (पूरी राते भीगे हुए), नमक, जीरा, प्याज, अदरक, लहसुन, धनिया पाउडर, गरम मसाला, लाल मिर्च पाउडर, हल्दी पाउडर, इमली पेस्ट, पुदीने के पत्ते, हरी मिर्च, हरा धनिया",
197,197.0,197.0,197.0,197.0,197.0,197.0,53.0,,Kale Channe Ki Chaat ,vegetarian,"Key Ingredients: काला चना, 4-5 घंटे भिगो दें, धनिया , हरी मिर्च, प्याज, आलू-उबला हुआ, छिलकर कटा हुआ, नमक , चाट मसाला, पिसा जीरा (, नींबू का रस",
198,198.0,198.0,198.0,198.0,198.0,198.0,54.0,,Sitaphal Ki Subzi ,vegetarian,"Key Ingredients: सीताफल / कद्दू / काशीफल / पेठा / कद्दू (बाहर से हरा), मेथी दाना, सौंफ , लाल मिर्च पाउडर,  हल्दी पाउडर, नमक , गरम मसाला पाउडर, आमचूर, चीनी, तेल",
199,199.0,199.0,199.0,199.0,199.0,199.0,55.0,,Paneer Anardana Kebab ,vegetarian,"Key Ingredients: पनीर, हरी शिमला मिर्च (एक इंच चकोर टुकड़ों में कटी हुई), टमाटर  (एक इंच चकोर टुकड़ों में कटी हुई), तेल, चाट मसाला, मैरीनेशन के लिए:, अदरक का पेस्ट, लहसुन का पेस्ट, क​शमिरी लाल मिर्च पाउडर, हल्दी पाउडर, गरम मसाला पाउडर, अनारदाना पाउडर, फ्रेश क्रीम, नींबू का रस , नमक ",
200,200.0,200.0,200.0,200.0,200.0,200.0,56.0,,Moong Dal Kiwi Coconut Soup ,vegetarian,"Key Ingredients: धूली मूंग दाल नमक के साथ उबली हुई, कीवी, नारियल क्रीम, तेल, तेजपत्ता , जीरा, काली मिर्च, लहसुन की कलियां ,, प्याज, हल्दी पाउडर, करी पाउडर, नमक , ताजा हरा धनिया",
201,201.0,201.0,201.0,201.0,201.0,201.0,57.0,,Moonglet ,vegetarian,"Key Ingredients: धुली मूंग दाल, पानी (भिगोने और पीसने के लिए), नमक, हरी मिर्च, बेकिंग सोडा, तेल (पैनकेक के लिए), प्याज, टमाटर , शिमला मिर्च, ताजा हरा धनिया ",
202,202.0,202.0,202.0,202.0,202.0,202.0,58.0,,Dahi Vada ,vegetarian,"Key Ingredients: धुली उड़द दाल 5 से 6 घंटे भीगी हुई और दाल का पेस्ट बना लें। , तेल , दही , नमक, जीरा पाउडर, हरा धनिया, कालीमिर्च, लाल मिर्च पाउडर, काला नमक, चाट मसाला",
203,203.0,203.0,203.0,203.0,203.0,203.0,59.0,,Paneer Tikki ,vegetarian,"Key Ingredients: पनीर (मैश), आलू (उबालकर छीला हुआ), सिंघाडे का आटा, सेंधा नमक, काली मिर्च, हरी मिर्च, तुलसी के पत्ते, घी",
204,204.0,204.0,204.0,204.0,204.0,204.0,60.0,,Sindhi Kadhi ,vegetarian,"Key Ingredients: रिफाइंड तेल, बेसन, मेथी दाना, हल्दी पाउडर, पानी, आलू, टमाटर , ड्रमस्टिक, कमल ककड़ी, 1 बड़ी या 2 छोटी फूलगोभी, अरबी, भिंडी, नमक, 3 नींबू के आकार के इमली बॉल्स (इमली को 1 कप गर्म पानी में 2 घंटे के लिए भिगो दें), तेल , सरसों के दाने, कढ़ीपत्ता, जीरा, लाल मिर्च पाउडर, हरा धनिया",
205,205.0,205.0,205.0,205.0,205.0,205.0,61.0,,Guava Chutney ,vegetarian,"Key Ingredients: अमरूद , नमक, नींबू का रस, हरी मिर्च, अदरक, लाल मिर्च, हरा धनिया",
206,206.0,206.0,206.0,206.0,206.0,206.0,62.0,,Onion Chutney ,vegetarian,"Key Ingredients: प्याज, साबुत लाल मिर्च, सिरका, नमक, लहसुन",
207,207.0,207.0,207.0,207.0,207.0,207.0,63.0,,Gur Ke Chawal ,vegetarian,"Key Ingredients: सेला चावल (हल्के उबले हुए), गुड़ (दरदरा पीसा हुआ), पानी, लौंग, हरी इलाइची, देसी घी",
208,208.0,208.0,208.0,208.0,208.0,208.0,64.0,,Banana And Maple Ice Lollies ,vegetarian,"Key Ingredients: केले, ग्रीक योगर्ट, हैवी क्रीम, प्योर मैपल सिरप , नारियल ",
209,209.0,209.0,209.0,209.0,209.0,209.0,65.0,,Idli Pasta ,vegetarian,"Key Ingredients: इडली , प्याज, शिमला मिर्च, टमाटर , तेल, हींग, जीरा, नमक , लाल मिर्च पाउडर, हरी मिर्च, सिरका, सोय सॉस, पास्ता सॉस, हरा धनिया",
210,210.0,210.0,210.0,210.0,210.0,210.0,66.0,,Grilled Fruit Chaat Bites ,vegetarian,"Key Ingredients: सरसों का तेल, ब्लासमिक विनेगर, माल्ट विनेगर, अनारदाना पाउडर, चीनी, काली मिर्च पाउडर, देगी मिर्च, जीरा पाउडर, काला नमक, गरम मसाला, नमक, शहद, हींग, चना दाल पाउडर, रामफल, पाइनएप्पल, अमरूद , हरे सेब, नाशपाती",
211,211.0,211.0,211.0,211.0,211.0,211.0,67.0,,Shepherds Salad (tamatar-kheera Salaad) ,vegetarian,"Key Ingredients: 1 खीरा छीलकर कटा हुआ, प्याज, टमाटर, हरी मिर्च, लहसुन की कलियां, पासर्ले, जैतून का तेल, नींबू का रस, नमक और कालीमिर्च ",
212,212.0,212.0,212.0,212.0,212.0,212.0,68.0,,Aloo Matar Ka Pulao ,vegetarian,"Key Ingredients: बासमती चावल, घी, जीरा, अदरक, मटर (छीले हुए), आलू (छीलकर कटे हुए), धनिया पाउडर, गरम मसाला, नमक, हल्दी",
213,213.0,213.0,213.0,213.0,213.0,213.0,69.0,,Arbi Tamatar Wali ,vegetarian,"Key Ingredients: रिफाइंड तेल, साबुत लाल मिर्च पाउडर, जीरा, सरसों के दाने, प्याज, अदरक लहसुन का पेस्ट, साबुत हरी मिर्च, हल्दी पाउडर, धनिया पाउडर, नमक, टमाटर, चीनी, अरबी , नींबू, हरा धनिया ",
214,214.0,214.0,214.0,214.0,214.0,214.0,70.0,,Khada Desi Palak ,vegetarian,"Key Ingredients: पालक, कनोला आॅयल, लहसुन, हरी मिर्च, नमक, अदरक, लाल मिर्च , लहसुन की कलियां, जीरा, सूखी मेथी",
215,215.0,215.0,215.0,215.0,215.0,215.0,71.0,,Vegetarian Seekh Kebabs ,vegetarian,"Key Ingredients: मेथी, पालक, चना दाल उबली हुई, उबले हुए आलू, हरी मिर्च, अदरक, लहसुन, नमक, लाल मिर्च पाउडर, तेल ",
216,216.0,216.0,216.0,216.0,216.0,0.0,,,Bamboo Biryani ,,"Key Ingredients: chicken, salt, black pepper powder, turmeric powder, red chilli powder, coriander seeds powder, cumin seeds, biryani masala, ginger, Garlic cloves, Green chillies, Coriander leaves, Mint leaves, curd, basmati rice, ghee/oil, Whole spices, Saffron water, Fried onions",chicken
217,217.0,217.0,217.0,217.0,217.0,1.0,,,Steam Bunny Chicken Bao ,,"Key Ingredients: Buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",chicken
218,218.0,218.0,218.0,218.0,218.0,2.0,,,Meat Lovers Pizza ,,"Key Ingredients: millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",chicken
219,219.0,219.0,219.0,219.0,219.0,3.0,,,Garlic And Pinenut Soup With Burnt Butter Essence ,,"Key Ingredients: Garlic cloves, Almonds (whole), parsley, Bayleaf, chicken broth, nutmeg, Egg yolk, heavy cream, White bread slices, butter, salt, pepper, white wine",chicken
220,220.0,220.0,220.0,220.0,220.0,4.0,,,Dum Biryani Risotto ,,"Key Ingredients: olive oil, butter, garlic , onion, celery, leeks, biryani masala, tandoori chicken, makhani gravy, coriander, mint, risotto, cream, salt, pepper, For garnishing:, fried onion, lemon wedges",chicken
221,221.0,221.0,221.0,221.0,221.0,5.0,,,Korean Bibimbap ,,"Key Ingredients: carrot, yellow and green zucchini, bell pepper, pok choy, spinach, chicken, prawns, jasmine rice, soya sauce, sesame oil, pepper, salt, garlic, ginger, egg, For Gochujang Sauce:, gochujang paste, garlic , chilli paste, sugar",chicken
222,222.0,222.0,222.0,222.0,222.0,6.0,,,Roast Turkey With Cranberry Sauce ,,"Key Ingredients: whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",chicken
223,223.0,223.0,223.0,223.0,223.0,7.0,,,Chicken Parmigiana With Tomato Sauce ,,"Key Ingredients: For chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, For pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, For garnishing:, parsley sprig, spinach",chicken
224,224.0,224.0,224.0,224.0,224.0,8.0,,,Roasted Spring Chicken With Root Veggies ,,"Key Ingredients: whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",chicken
225,225.0,225.0,225.0,225.0,225.0,9.0,,,Peri Peri Chicken Satay ,,"Key Ingredients: boneless skinless chicken thigh (trimmed), salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",chicken
226,226.0,226.0,226.0,226.0,226.0,10.0,,,Chicken Popcorn ,,"Key Ingredients: chicken (boneless), corn flour or all purpose flour, egg, bread crumbs, salt, ginger garlic paste, black pepper, onion powder (optional), red chilli powder or paprika or cayenne pepper, oil for deep frying",chicken
227,227.0,227.0,227.0,227.0,227.0,11.0,,,Chocolate Samosa ,,"Key Ingredients: refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",chicken
228,228.0,228.0,228.0,228.0,228.0,12.0,,,Kalmi Kebab ,,"Key Ingredients: Chicken thigh leg, Yogurt, Ginger-garlic paste, Lemon juice, Turmeric powder, Caraway seeds, Cashew nut powder, Green cardamom powder, Black pepper (crushed), Fresh cream, Refined oil",chicken
229,229.0,229.0,229.0,229.0,229.0,13.0,,,Murg Bemisal ,,"Key Ingredients: Chicken breast, Cheese, Green chilli, Ginger, Salt, Whole jeera, Garlic, Onion, Tomato paste, Desi ghee, Cashew paste, Turmeric powder, Red chilli powder, Yellow chilli powder, Jeera powder, Kasoori methi, Garam masala, Cooking oil",chicken
230,230.0,230.0,230.0,230.0,230.0,14.0,,,Half Roast Chicken ,,"Key Ingredients: Cooking oil, Whole chicken (skin on- rinsed and dressed), Onions (quartered- skin on), Garlic (halved - skin on), Carrots (roughly quartered), Celery , Thyme, Dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), Chicken stock, Butter, Sea salt",chicken
231,231.0,231.0,231.0,231.0,231.0,15.0,,,Murgh Biryani ,,"Key Ingredients: Chicken leg B/L, Green chilli, Elaichi, Elaichi, Cinnamon sticks, Mace, Bay leaf, Javitri, Cloves, Basmati rice, Salt, Shahi jeera, Desi ghee, Ginger, Garlic, Saffron, Onion, Butter, Mint, Garam masala, Red chilli powder",chicken
232,232.0,232.0,232.0,232.0,232.0,16.0,,,Riceless Chicken Biryani ,,"Key Ingredients: malabar peppercorn, Cinnamon stick, Green cardamom pods, star anise, Cloves, fennel seeds, vermicelli, desi ghee, shahi jeera, Bay leaves, Green chilli, mint leaves, onion, saffron, garlic paste, salt, chicken (dark meat), ginger paste, turmeric powder, coriander powder, red chilli powder, roma tomatoes (de-seedeed), water",chicken
233,233.0,233.0,233.0,233.0,233.0,17.0,,,Chicken Farcha ,,"Key Ingredients: Boneless chicken thigh (without skin), Lemon juice, Garlic paste, Ginger paste, Red chilli powder, Coriander powder, Garam masala, Black pepper (crushed), Salt, Bread crumbs / semolina, Eggs, Red chilli powder, Oil",chicken
234,234.0,234.0,234.0,234.0,234.0,18.0,,,Karri Murgh Tikka ,,"Key Ingredients: Chicken leg (boneless), Raw mango, Ginger, Garlic, Green chilli, Salt, Turmeric powder, Garam masala, Jeera powder, Lemon, Besan, Egg, Mint, Coriander, Curd",chicken
235,235.0,235.0,235.0,235.0,235.0,19.0,,,Bhatti Ka Murgh ,,"Key Ingredients: Tandoori chicken, Ginger paste, Garlic paste, Hung curd, Onion paste, Lemon juice, Garam masala, Vinegar, Salt, Green coriander leaves, Black peppercorn (crushed), Oil/White butter",chicken
236,236.0,236.0,236.0,236.0,236.0,20.0,,,Buldak (Hot And Spicy Chicken) ,,"Key Ingredients: Chicken drum sticks/ Chicken breast, Soy sauce, Sugar, Traditional corn syrup (substitution honey), Cheong ju (clear rice wine similar to Japanese  sake), Green onion, Black pepper, Olive oil, Sesame seeds (optional), For marinating sauce:, Gochugaru (red chili pepper flakes), Alapenos, Korean pear (substitution asian pear), Onion, Garlic, Soy sauce, Spicy yellow mustard, Sesame oil, Sugar, Mul yut (substitution honey)",chicken
237,237.0,237.0,237.0,237.0,237.0,21.0,,,Chicken Sukka ,,"Key Ingredients: Chicken (small pieces), Onion (thin slices), Cardamom, Salt, Oil, Coriander, Cumin, Mustard, Pepper, Cloves, Cinnamon, Bedki chillies, Kashmiri chilies, Turmeric, Onion, Garlic, Ginger, Salt",chicken
238,238.0,238.0,238.0,238.0,238.0,22.0,,,Tricolor Dimsums ,,"Key Ingredients: thigh minced chicken, green chilli, fresh coriander, oyster sauce, sesame oil, salt, broth powder, white pepper powder",chicken
239,239.0,239.0,239.0,239.0,239.0,23.0,,,Steamed Chicken Roulade ,,"Key Ingredients: Lamb mince, Garlic , Salt, Paprika powder, Pomodaro Tomatoes, Olive oil, Celery, Shallots, Carrot, Black pepper, Bay leaf, Yellow chilli powder, Cilantro, Chicken thigh, Salt, White pepper powder, Garlic paste, White wine vinegar, Olive oil, Yellow chilli powder, Refined Oil, Fenugreek seeds, White pepper powder, Garlic, Fenugreek leaves, Onion, Broken cashew, Salt, Fresh cream, Kasoori methi",chicken
240,240.0,240.0,240.0,240.0,240.0,24.0,,,Methi Chicken Masala ,,"Key Ingredients: Boneless Chicken, Lemon juice, Red chilli powder, Salt, Ginger garlic paste, Curd, Red chilli powder, Salt, Coriander powder, Oil, Onion, Oil, Bay leaf, Green cardamom, Black cardamom, Cinnamon, Ginger garlic paste, Tomato, Kasoori Methi, Green chilli, Water",chicken
241,241.0,241.0,241.0,241.0,241.0,25.0,,,Restaurant Style Fried Chicken ,,"Key Ingredients: Egg, salt, white pepper, maida, salt, red chilli powder, garlic powder, ginger powder, onion powder, oregano, chillil flakes, white pepper, basil, chicken drumsticks, salt, white pepper, bread crumbs (as required)",chicken
242,242.0,242.0,242.0,242.0,242.0,26.0,,,Chicken Potli ,,"Key Ingredients: chicken, onion, green chilli, garlic, ginger, salt, aromatic powder, soya sauce, oyster sauce, spring onion, filo sheets",chicken
243,243.0,243.0,243.0,243.0,243.0,27.0,,,Spicy Chicken Masala ,,"Key Ingredients: Mustard oil, Curry leaves, Kalonjee, Saunf, Garlic, Onion, Tomatoes, Ginger, Green Chillies, Boneless Chicken, Salt, Tomato puree, Red chilli powder, Cumin powder, Black salt, Peppercorn (crushed), Water, Mint, Coriander",chicken
244,244.0,244.0,244.0,244.0,244.0,28.0,,,Spicy Chicken Curry ,,"Key Ingredients: Oil, Ghee, Onion paste, Garlic paste, Ginger paste, Turmeric powder, Salt, Tomato Puree, Coriander powder, Red chilli powder, Cumin powder, Garam Masala, Chicken leg pieces, Coriander leaves, Water",chicken
245,245.0,245.0,245.0,245.0,245.0,29.0,,,Crispy Herb Chicken ,,"Key Ingredients: Fresh breadcrumbs, Parmesan cheese, Lemon rind, Fresh Parsley leaves, Garlic powder, Plain flour, Egg, Milk, Chicken breast supremes, Vegetable Oil, Mayonnaise, Sour cream, Fresh Chives (dried if fresh not available), Fresh Parsley (dried if fresh not available), Garlic, Red Onion (optional), Ground Black Pepper, Salt",chicken
246,246.0,246.0,246.0,246.0,246.0,30.0,,,Mummy Dogs ,,"Key Ingredients: Warm Water, Brown Sugar, Salt, Oil, Bread flour, Yeast, For rolls:, Breadstick dough (refrigerated), Hot Dogs, Mustard, Poppy Seed",chicken
247,247.0,247.0,247.0,247.0,247.0,31.0,,,Mummy Wraps (Tortellini Stuffed With Minced Meat) ,,"Key Ingredients: Flour , Salt, Egg Yolk, Chicken Mince, Olive oil, Corn, Egg yolk, Thyme, Salt, Pepper, Pecan nut",chicken
248,248.0,248.0,248.0,248.0,248.0,32.0,,,Dahi Chicken ,,"Key Ingredients: Dahi, Cumin Powder, Garlic Paste, Garam Masala, Turmeric Powder, Red Chilli Powder, Salt, Boneless Chicken, Oil, Green Chilli, Onion, Tomato",chicken
249,249.0,249.0,249.0,249.0,249.0,33.0,,,Amritsari Chicken Masala ,,"Key Ingredients: Chicken, Ginger Garlic Paste, Curd, Lemon Juice, Vinegar, Coriander Powder, Cumin Powder, Red Chilli Powder, Salt, Onion, Butter, Red Chilli Powder, Coriander Powder, Cumin Powder, Ginger, Water, Salt, Green Chilli, Tomatoes, Sugar, Butter , Cream",chicken
250,250.0,250.0,250.0,250.0,250.0,34.0,,,Chilli Chicken ,,"Key Ingredients: boneless chicken, salt, cornflour, black pepper, egg, soy sauce, red chilli sauce, garlic, green chillies, green chilli sauce, vinegar, onion, capsicum, black Pepper, salt",chicken
251,251.0,251.0,251.0,251.0,251.0,35.0,,,Oat Crusted Chicken Tenders ,,"Key Ingredients: chicken breast (cut into strips), salt, garlic paste, ginger paste, green chilli paste, oats, refined flour, salt, freshly ground black Pepper, fried mixed herbs (italian herb), garlic powder",chicken
252,252.0,252.0,252.0,252.0,252.0,36.0,,,Chicken Nimbu Dhaniya Shorba ,,"Key Ingredients: water, chicken (diced)), ginger garlic paste, coriander, Lemon, cream, butter, turmeric powder, green chilli paste, cornflour, salt",chicken
253,253.0,253.0,253.0,253.0,253.0,37.0,,,Dahi Lasooni Chicken ,,"Key Ingredients: Chicken (boneless, cube size), Chesse, Garlic, Ginger Garlic Paste, Coriander, Green Chilli Paste, Cream (fresh), Curd, Kaju Paste, Salt, Black salt , Garam Masala, Chaat masala, Butter",chicken
254,254.0,254.0,254.0,254.0,254.0,38.0,,,Garlic Soya Chicken ,,"Key Ingredients: Chicken Thigh/Breast (cut crosswise into 1/2-inch-thin strips), Sesame Oil (toasted), White Pepper (finely ground), Ginger Juice, Peanut Oil or Vegetable oil (divided), Garlic cloves (minced), Ginger, Red Chilli Flakes, Red Onion , Snow Peas (trimmed), Red Bell Pepper (cut into thin strips), Rice Vinegar, Soy Sauce, Dark Soy Sauce, Chinese Rice Wine, Brown Sugar, Cornflour",chicken
